"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"下午 01:34:06.1661563","chrome.exe","99148","Thread Create","","SUCCESS","Thread ID: 91896"
"下午 01:34:06.1661604","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS",""
"下午 01:34:06.1663002","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","FAST IO DISALLOWED",""
"下午 01:34:06.1664386","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1665240","chrome.exe","40424","QueryNetworkOpenInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"下午 01:34:06.1665479","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS",""
"下午 01:34:06.1665689","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS",""
"下午 01:34:06.1668236","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","FAST IO DISALLOWED",""
"下午 01:34:06.1669506","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1670349","chrome.exe","40424","QueryNetworkOpenInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"下午 01:34:06.1670807","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS",""
"下午 01:34:06.1672064","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS",""
"下午 01:34:06.1676177","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1677491","chrome.exe","40424","QueryStandardInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","AllocationSize: 4,096, EndOfFile: 2,354, NumberOfLinks: 1, DeletePending: False, Directory: False"
"下午 01:34:06.1678430","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","Offset: 0, Length: 1,024, Priority: Normal"
"下午 01:34:06.1681541","chrome.exe","40424","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: Name"
"下午 01:34:06.1682615","chrome.exe","40424","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"下午 01:34:06.1683839","chrome.exe","40424","RegQueryKey","HKCU\Software\Classes","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"下午 01:34:06.1684396","chrome.exe","40424","RegOpenKey","HKCU\Software\Classes\.json","SUCCESS","Desired Access: Read"
"下午 01:34:06.1684818","chrome.exe","40424","RegQueryKey","HKCU\Software\Classes\.json","SUCCESS","Query: Name"
"下午 01:34:06.1685486","chrome.exe","40424","RegQueryKey","HKCU\Software\Classes\.json","SUCCESS","Query: HandleTags, HandleTags: 0x0"
"下午 01:34:06.1686505","chrome.exe","40424","RegOpenKey","HKCR\.json","SUCCESS","Desired Access: Maximum Allowed, Granted Access: Read"
"下午 01:34:06.1686790","chrome.exe","40424","RegQueryValue","HKCU\Software\Classes\.json\Content Type","NAME NOT FOUND","Length: 144"
"下午 01:34:06.1686940","chrome.exe","40424","RegQueryValue","HKCR\.json\Content Type","SUCCESS","Type: REG_SZ, Length: 34, Data: application/json"
"下午 01:34:06.1687690","chrome.exe","40424","RegCloseKey","HKCR\.json","SUCCESS",""
"下午 01:34:06.1688091","chrome.exe","40424","RegCloseKey","HKCU\Software\Classes\.json","SUCCESS",""
"下午 01:34:06.1691634","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS","Offset: 1,024, Length: 1,330"
"下午 01:34:06.1692731","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\data\locales.json","SUCCESS",""
"下午 01:34:06.1914544","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","FAST IO DISALLOWED",""
"下午 01:34:06.1915346","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1915793","chrome.exe","40424","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\cfhdojbkjhnklbpkdaibdccddilifddb\001584.log","SUCCESS","Offset: 3,949,053, Length: 7"
"下午 01:34:06.1916108","chrome.exe","40424","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\cfhdojbkjhnklbpkdaibdccddilifddb\001584.log","SUCCESS","Offset: 3,949,060, Length: 28"
"下午 01:34:06.1916589","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, FileAttributes: A"
"下午 01:34:06.1917107","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1917741","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1919962","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","FAST IO DISALLOWED",""
"下午 01:34:06.1921537","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1922413","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, FileAttributes: A"
"下午 01:34:06.1923528","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1924731","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1926646","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","FAST IO DISALLOWED",""
"下午 01:34:06.1928760","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1929852","chrome.exe","40424","QueryNetworkOpenInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"下午 01:34:06.1930365","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1931050","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1934348","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","FAST IO DISALLOWED",""
"下午 01:34:06.1936406","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1937227","chrome.exe","40424","QueryNetworkOpenInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 1980/1/1 上午 08:00:00, ChangeTime: 2024/11/2 上午 04:36:58, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
"下午 01:34:06.1937727","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1938101","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1940782","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Synchronous IO Non-Alert, Non-Directory File, Attributes: n/a, ShareMode: Read, Write, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.1943631","chrome.exe","40424","QueryStandardInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","AllocationSize: 528, EndOfFile: 521, NumberOfLinks: 1, DeletePending: False, Directory: False"
"下午 01:34:06.1944199","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS","Offset: 0, Length: 521, Priority: Normal"
"下午 01:34:06.1948486","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-16-allowlisted.png","SUCCESS",""
"下午 01:34:06.1986230","chrome.exe","40424","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\cfhdojbkjhnklbpkdaibdccddilifddb\001584.log","SUCCESS","Offset: 3,949,088, Length: 7"
"下午 01:34:06.1986760","chrome.exe","40424","WriteFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Local Extension Settings\cfhdojbkjhnklbpkdaibdccddilifddb\001584.log","SUCCESS","Offset: 3,949,095, Length: 12"
"下午 01:34:06.1999971","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","FAST IO DISALLOWED",""
"下午 01:34:06.2000958","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2002068","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","CreationTime: 2024/11/5 下午 01:32:44, LastAccessTime: 2024/11/5 下午 01:32:44, LastWriteTime: 2024/11/5 下午 01:32:44, ChangeTime: 2024/11/5 下午 01:32:44, FileAttributes: A"
"下午 01:34:06.2002982","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS",""
"下午 01:34:06.2003703","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS",""
"下午 01:34:06.2005752","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","FAST IO DISALLOWED",""
"下午 01:34:06.2007250","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2008077","chrome.exe","40424","QueryNetworkOpenInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","CreationTime: 2024/11/5 下午 01:32:44, LastAccessTime: 2024/11/5 下午 01:32:44, LastWriteTime: 2024/11/5 下午 01:32:44, ChangeTime: 2024/11/5 下午 01:32:44, AllocationSize: 1601/1/1 上午 08:00:02, EndOfFile: 1601/1/1 上午 08:00:02, FileAttributes: A"
"下午 01:34:06.2008612","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS",""
"下午 01:34:06.2009059","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS",""
"下午 01:34:06.2012236","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Desired Access: Generic Read, Disposition: Open, Options: Non-Directory File, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2014818","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 0, Length: 65,536, Priority: Normal"
"下午 01:34:06.2016792","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 65,536, Length: 65,536, Priority: Normal"
"下午 01:34:06.2019279","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 131,072, Length: 65,536, Priority: Normal"
"下午 01:34:06.2021068","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 196,608, Length: 65,536, Priority: Normal"
"下午 01:34:06.2023012","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 262,144, Length: 65,536, Priority: Normal"
"下午 01:34:06.2024631","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 327,680, Length: 65,536, Priority: Normal"
"下午 01:34:06.2026102","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","FAST IO DISALLOWED",""
"下午 01:34:06.2026408","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 393,216, Length: 65,536, Priority: Normal"
"下午 01:34:06.2027615","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2027781","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 458,752, Length: 65,536, Priority: Normal"
"下午 01:34:06.2028778","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 2024/11/2 上午 04:36:59, ChangeTime: 2024/11/2 上午 04:36:59, FileAttributes: A"
"下午 01:34:06.2029094","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2029334","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2029392","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 524,288, Length: 65,536, Priority: Normal"
"下午 01:34:06.2030283","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","FAST IO DISALLOWED",""
"下午 01:34:06.2030807","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2030991","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 589,824, Length: 65,536, Priority: Normal"
"下午 01:34:06.2031210","chrome.exe","40424","QueryBasicInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 2024/11/2 上午 04:36:59, ChangeTime: 2024/11/2 上午 04:36:59, FileAttributes: A"
"下午 01:34:06.2031484","chrome.exe","40424","CloseFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2032106","chrome.exe","40424","IRP_MJ_CLOSE","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS",""
"下午 01:34:06.2032730","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 655,360, Length: 65,536, Priority: Normal"
"下午 01:34:06.2033313","chrome.exe","40424","QueryOpen","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","FAST IO DISALLOWED",""
"下午 01:34:06.2034112","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 720,896, Length: 65,536, Priority: Normal"
"下午 01:34:06.2034953","chrome.exe","40424","CreateFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","Desired Access: Read Attributes, Disposition: Open, Options: Open Reparse Point, Attributes: n/a, ShareMode: Read, Write, Delete, AllocationSize: n/a, OpenResult: Opened"
"下午 01:34:06.2035419","chrome.exe","40424","ReadFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\chrome-extension_cfhdojbkjhnklbpkdaibdccddilifddb_0.indexeddb.blob\1\09\1099b","SUCCESS","Offset: 786,432, Length: 65,536, Priority: Normal"
"下午 01:34:06.2036149","chrome.exe","40424","QueryNetworkOpenInformationFile","C:\Users\USER\AppData\Local\Google\Chrome\User Data\Default\Extensions\cfhdojbkjhnklbpkdaibdccddilifddb\4.9_0\icons\abp-32.png","SUCCESS","CreationTime: 2024/11/2 上午 04:36:58, LastAccessTime: 2024/11/5 下午 01:32:42, LastWriteTime: 2024/11/2 上午 04:36:59, ChangeTime: 2024/11/2 上午 04:36:59, AllocationSize: 1601/1/1 上午 08:00:00, EndOfFile: 1601/1/1 上午 08:00:00, FileAttributes: A"
