"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"下午 01:34:43.5166433","chrome.exe","35816","TCP Send","Cyborg15:52007 -> a865a9e11bc2c0d65.awsglobalaccelerator.com:https","SUCCESS","Length: 36, startime: 115015122, endtime: 115015122, seqnum: 0, connid: 0"
"下午 01:34:43.8299292","chrome.exe","40424","Process Profiling","","SUCCESS","User Time: 19.0000000 seconds, Kernel Time: 14.6250000 seconds, Private Bytes: 262,369,280, Working Set: 316,833,792"
"下午 01:34:43.8299299","chrome.exe","18148","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 8,372,224, Working Set: 11,018,240"
"下午 01:34:43.8299306","chrome.exe","38928","Process Profiling","","SUCCESS","User Time: 15.4843750 seconds, Kernel Time: 4.0937500 seconds, Private Bytes: 436,015,104, Working Set: 417,808,384"
"下午 01:34:43.8299312","chrome.exe","35816","Process Profiling","","SUCCESS","User Time: 2.5156250 seconds, Kernel Time: 1.2031250 seconds, Private Bytes: 30,658,560, Working Set: 58,712,064"
"下午 01:34:43.8299319","chrome.exe","26604","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 12,218,368, Working Set: 22,372,352"
"下午 01:34:43.8299326","chrome.exe","44020","Process Profiling","","SUCCESS","User Time: 4.7031250 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 204,976,128, Working Set: 152,141,824"
"下午 01:34:43.8299338","chrome.exe","29924","Process Profiling","","SUCCESS","User Time: 0.2031250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 27,725,824, Working Set: 46,764,032"
"下午 01:34:43.8299345","chrome.exe","10952","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 18,423,808, Working Set: 41,857,024"
"下午 01:34:43.8299370","chrome.exe","1796","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 20,783,104, Working Set: 41,267,200"
"下午 01:34:43.8299376","chrome.exe","38824","Process Profiling","","SUCCESS","User Time: 2.6093750 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 52,854,784, Working Set: 84,537,344"
"下午 01:34:43.8299382","chrome.exe","79408","Process Profiling","","SUCCESS","User Time: 0.2031250 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 21,868,544, Working Set: 41,971,712"
"下午 01:34:43.8299388","chrome.exe","78676","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0468750 seconds, Private Bytes: 18,661,376, Working Set: 41,644,032"
"下午 01:34:43.8299395","chrome.exe","45012","Process Profiling","","SUCCESS","User Time: 0.0781250 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 20,508,672, Working Set: 43,884,544"
"下午 01:34:43.8299479","chrome.exe","78864","Process Profiling","","SUCCESS","User Time: 0.1875000 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 21,114,880, Working Set: 53,137,408"
"下午 01:34:43.8299494","chrome.exe","49764","Process Profiling","","SUCCESS","User Time: 0.0937500 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 19,587,072, Working Set: 42,954,752"
"下午 01:34:43.8300710","chrome.exe","63820","Process Profiling","","SUCCESS","User Time: 0.0625000 seconds, Kernel Time: 0.0781250 seconds, Private Bytes: 13,705,216, Working Set: 21,389,312"
"下午 01:34:43.8300754","chrome.exe","119516","Process Profiling","","SUCCESS","User Time: 0.1406250 seconds, Kernel Time: 0.0937500 seconds, Private Bytes: 62,291,968, Working Set: 48,508,928"
"下午 01:34:43.8300762","chrome.exe","114700","Process Profiling","","SUCCESS","User Time: 7.7187500 seconds, Kernel Time: 0.8593750 seconds, Private Bytes: 173,867,008, Working Set: 235,606,016"
"下午 01:34:43.8301050","chrome.exe","51472","Process Profiling","","SUCCESS","User Time: 0.2968750 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 52,670,464, Working Set: 93,356,032"
"下午 01:34:43.8301272","chrome.exe","23608","Process Profiling","","SUCCESS","User Time: 1.3906250 seconds, Kernel Time: 0.1718750 seconds, Private Bytes: 101,371,904, Working Set: 178,778,112"
"下午 01:34:43.8301381","chrome.exe","10516","Process Profiling","","SUCCESS","User Time: 20.6718750 seconds, Kernel Time: 0.9375000 seconds, Private Bytes: 331,853,824, Working Set: 382,091,264"
"下午 01:34:43.8301404","chrome.exe","54536","Process Profiling","","SUCCESS","User Time: 0.4375000 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 68,829,184, Working Set: 140,627,968"
"下午 01:34:43.8301427","chrome.exe","56444","Process Profiling","","SUCCESS","User Time: 0.4062500 seconds, Kernel Time: 0.0625000 seconds, Private Bytes: 91,648,000, Working Set: 165,359,616"
"下午 01:34:43.8301504","chrome.exe","82264","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 13,922,304, Working Set: 30,437,376"
"下午 01:34:43.8301509","chrome.exe","77024","Process Profiling","","SUCCESS","User Time: 0.0000000 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 28,073,984, Working Set: 58,568,704"
"下午 01:34:43.8301515","chrome.exe","39324","Process Profiling","","SUCCESS","User Time: 0.5156250 seconds, Kernel Time: 0.1250000 seconds, Private Bytes: 139,292,672, Working Set: 176,046,080"
"下午 01:34:44.2893962","chrome.exe","35816","TCP Receive","Cyborg15:53703 -> ec2-3-219-80-215.compute-1.amazonaws.com:https","SUCCESS","Length: 105, seqnum: 0, connid: 0"
"下午 01:34:44.2908171","chrome.exe","23608","ReadFile","C:\Users\USER\AppData\Local\Temp\0ffb5ac6-00e1-438a-a1d7-822b84a0a2a6.tmp","SUCCESS","Offset: 1,193,205, Length: 744,187"
"下午 01:34:44.7803361","chrome.exe","35816","TCP Receive","Cyborg15:53703 -> ec2-3-219-80-215.compute-1.amazonaws.com:https","SUCCESS","Length: 105, seqnum: 0, connid: 0"
"下午 01:34:44.8359710","chrome.exe","40424","Process Profiling","","SUCCESS","User Time: 19.0000000 seconds, Kernel Time: 14.6250000 seconds, Private Bytes: 262,369,280, Working Set: 316,833,792"
"下午 01:34:44.8359786","chrome.exe","18148","Process Profiling","","SUCCESS","User Time: 0.0156250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 8,372,224, Working Set: 11,018,240"
"下午 01:34:44.8359793","chrome.exe","38928","Process Profiling","","SUCCESS","User Time: 15.4843750 seconds, Kernel Time: 4.0937500 seconds, Private Bytes: 436,015,104, Working Set: 417,808,384"
"下午 01:34:44.8359801","chrome.exe","35816","Process Profiling","","SUCCESS","User Time: 2.5156250 seconds, Kernel Time: 1.2031250 seconds, Private Bytes: 30,658,560, Working Set: 58,712,064"
"下午 01:34:44.8359809","chrome.exe","26604","Process Profiling","","SUCCESS","User Time: 0.4218750 seconds, Kernel Time: 0.1562500 seconds, Private Bytes: 12,218,368, Working Set: 22,372,352"
"下午 01:34:44.8359816","chrome.exe","44020","Process Profiling","","SUCCESS","User Time: 4.7031250 seconds, Kernel Time: 0.4531250 seconds, Private Bytes: 204,976,128, Working Set: 152,141,824"
"下午 01:34:44.8359918","chrome.exe","29924","Process Profiling","","SUCCESS","User Time: 0.2031250 seconds, Kernel Time: 0.0156250 seconds, Private Bytes: 27,725,824, Working Set: 46,764,032"
"下午 01:34:44.8359929","chrome.exe","10952","Process Profiling","","SUCCESS","User Time: 0.0468750 seconds, Kernel Time: 0.0000000 seconds, Private Bytes: 18,423,808, Working Set: 41,857,024"
