sitename,county,aqi,pollutant,status,so2_conc,so2_avg_conc,co_conc,co_8hr_conc,o3_conc,o3_8hr_conc,pm10_conc,pm10_avg_conc,pm2.5_conc,pm2.5_avg_conc,no2_conc,nox_conc,no_conc,windspeed,winddirec,datacreationdate,longitude,latitude,siteid,unit
台中市（和平區）,臺中市,29,,良好,0.3,0,0.29,0.1,13,16,26,9,0,1.7,12,24.7,12.2,0.0,112.0,"2025-11-24 09:00",120.883858,24.174592,310,
屏東（琉球）,屏東縣,96,細懸浮微粒,普通,2,2,0.34,0.4,31,19,50,57,32,29,14,17.9,3.5,1.9,344.0,"2025-11-24 09:00",120.37722,22.35222,204,
南投（鹿谷）,南投縣,44,,良好,1.5,1,0.14,0.1,38,47,12,17,5,10.2,2,3.6,1,0.7,23.0,"2025-11-24 09:00",120.7944772,23.71867609,203,
高雄（湖內）,高雄市,93,細懸浮微粒,普通,1.7,1,0.28,0.3,21,11,55,56,31,27.8,12,17.6,5.5,0.5,333.0,"2025-11-24 09:00",120.24535,22.87985556,202,
宜蘭（三星）,宜蘭縣,21,,良好,1,1,0.08,0,16,14,6,8,5,5.2,,,,2.8,260.0,"2025-11-24 09:00",121.6565272,24.6757916,201,
員林,彰化縣,99,細懸浮微粒,普通,1.4,1,0.33,0.3,29,17,41,42,28,29.9,7,10.7,2.8,1.6,312.0,"2025-11-24 09:00",120.5631893,23.9615945,139,
大城,彰化縣,127,細懸浮微粒,對敏感族群不健康,1.9,1,0.29,0.2,24,10,72,79,46,41.2,7,11.6,4.1,1.7,316.0,"2025-11-24 09:00",120.26964167,23.85493056,85,
富貴角,新北市,54,懸浮微粒,普通,1.5,0,0.11,0,33,36,35,34,12,10.9,3,4,1,4.2,90.0,"2025-11-24 09:00",121.53656894,25.29681695,84,
麥寮,雲林縣,108,細懸浮微粒,對敏感族群不健康,1.6,1,0.32,0.3,23,9,73,69,41,33.5,8,12,3.8,1.5,358.0,"2025-11-24 09:00",120.251825,23.753506,83,
關山,臺東縣,38,,良好,0.6,0,0.15,0.1,13,12,23,19,10,9.4,4,10,5.1,1.4,56.0,"2025-11-24 09:00",121.161933,23.045083,80,
馬公,澎湖縣,67,細懸浮微粒,普通,0.2,0,0.18,0.1,47,47,42,39,23,18.3,3,4.3,0.8,3.1,10.0,"2025-11-24 09:00",119.566158,23.569031,78,
金門,金門縣,112,細懸浮微粒,對敏感族群不健康,1.9,1,0.42,0.3,14,16,69,55,46,34.8,31,45.3,14.2,2.0,327.0,"2025-11-24 09:00",118.312256,24.432133,77,
馬祖,連江縣,69,細懸浮微粒,普通,1.7,1,0.38,0.3,37,44,37,36,18,19.2,8,10.1,1.6,3.5,335.0,"2025-11-24 09:00",119.952724,26.153736,75,
埔里,南投縣,56,細懸浮微粒,普通,1.2,1,0.3,0.2,17,9,15,17,12,14.5,5,12.1,6.2,0.8,293.0,"2025-11-24 09:00",120.967903,23.968842,72,
復興,高雄市,102,細懸浮微粒,對敏感族群不健康,1.4,2,0.62,0.4,32,20,68,61,33,31,19,22.2,3,0.7,234.0,"2025-11-24 09:00",120.312017,22.608711,71,
永和,新北市,52,二氧化氮,普通,0.8,0,1.33,0.6,6,14,23,20,13,11.1,23,58.7,35.5,0.6,87.0,"2025-11-24 09:00",121.516306,25.017,70,
竹山,南投縣,81,細懸浮微粒,普通,1.5,1,0.3,0.2,17,15,26,32,22,23.3,8,12.2,3.8,1.1,116.0,"2025-11-24 09:00",120.677306,23.756389,69,
中壢,桃園市,65,細懸浮微粒,普通,1.5,1,1.56,0.8,4,10,37,34,14,17.5,28,93.7,64.8,0.4,246.0,"2025-11-24 09:00",121.221667,24.953278,68,
三重,新北市,56,細懸浮微粒,普通,0.7,0,1.07,0.6,6,6,23,23,16,14.5,30,89.8,59.7,-,-,"2025-11-24 09:00",121.493806,25.072611,67,
冬山,宜蘭縣,42,,良好,1.2,0,0.31,0.2,13,9,37,25,16,9.8,11,19.4,8.2,0.7,39.0,"2025-11-24 09:00",121.792928,24.632203,66,
宜蘭,宜蘭縣,33,,良好,0.9,1,0.24,0.1,16,17,11,13,7,8.1,3,5.6,2.1,0.5,217.0,"2025-11-24 09:00",121.746394,24.747917,65,
陽明,臺北市,34,,良好,2.5,1,0.13,0.1,33,37,16,17,6,7.1,0,1.7,1,2.1,190.0,"2025-11-24 09:00",121.529583,25.182722,64,
花蓮,花蓮縣,28,,良好,0.7,0,0.19,0.1,16,15,15,17,9,6.2,3,5.4,1.6,2.2,217.0,"2025-11-24 09:00",121.599769,23.971306,63,
臺東,臺東縣,31,,良好,1.2,1,0.22,0.1,17,25,21,18,8,7.8,4,7.4,2.9,1.3,323.0,"2025-11-24 09:00",121.15045,22.755358,62,
恆春,屏東縣,37,,良好,0.5,0,0.12,0.1,35,37,18,16,12,9.2,0,2.2,1.5,5.0,339.0,"2025-11-24 09:00",120.788928,21.958069,61,
潮州,屏東縣,111,細懸浮微粒,對敏感族群不健康,1.5,2,0.45,0.4,23,12,55,50,40,34.6,8,12.3,3.8,0.9,254.0,"2025-11-24 09:00",120.561175,22.523108,60,
屏東,屏東縣,85,細懸浮微粒,普通,1.1,1,0.4,0.3,21,19,51,46,24,25.1,11,15.4,3.6,1.2,300.0,"2025-11-24 09:00",120.488033,22.673081,59,
小港,高雄市,111,細懸浮微粒,對敏感族群不健康,2,2,0.72,0.4,13,10,77,69,39,34.7,37,59.5,22.2,0.8,333.0,"2025-11-24 09:00",120.337736,22.565833,58,
前鎮,高雄市,99,細懸浮微粒,普通,1.9,2,0.58,0.4,31,19,69,66,31,30.1,18,23.1,4.7,0.9,351.0,"2025-11-24 09:00",120.30833356,22.6044507,57,
前金,高雄市,86,懸浮微粒,普通,1.4,1,0.35,0.3,36,21,58,62,,,12,13.9,1.7,1.6,353.0,"2025-11-24 09:00",120.28676111,22.63390278,56,
左營,高雄市,95,細懸浮微粒,普通,1.8,1,0.62,0.3,30,17,58,54,29,28.5,14,17.6,3.4,1.5,305.0,"2025-11-24 09:00",120.292917,22.674861,54,
楠梓,高雄市,93,細懸浮微粒,普通,1.7,1,0.35,0.3,24,14,64,56,31,27.8,16,22.4,5.5,1.1,25.0,"2025-11-24 09:00",120.328289,22.733667,53,
林園,高雄市,105,細懸浮微粒,對敏感族群不健康,1.8,2,0.32,0.3,29,18,53,63,27,32.1,7,8,0.5,1.1,77.0,"2025-11-24 09:00",120.41175,22.4795,52,
大寮,高雄市,105,細懸浮微粒,對敏感族群不健康,1.7,3,0.41,0.3,21,12,51,53,32,32.1,16,23.8,7.2,1.2,335.0,"2025-11-24 09:00",120.425311,22.56413611,51,
鳳山,高雄市,104,細懸浮微粒,對敏感族群不健康,2.1,2,0.58,0.4,28,17,54,54,36,31.8,17,21.8,4.3,0.7,117.0,"2025-11-24 09:00",120.357422,22.628126,50,
仁武,高雄市,93,細懸浮微粒,普通,1.6,1,0.45,0.3,22,12,63,57,30,27.8,25,34.2,8.7,0.8,321.0,"2025-11-24 09:00",120.332631,22.689056,49,
橋頭,高雄市,96,細懸浮微粒,普通,1.6,1,0.48,0.3,20,14,67,50,39,29,19,27.3,7.7,1.0,348.0,"2025-11-24 09:00",120.305689,22.757506,48,
美濃,高雄市,77,細懸浮微粒,普通,1,1,0.33,0.3,27,14,38,35,26,21.9,7,9.1,2,1.8,216.0,"2025-11-24 09:00",120.530542,22.883583,47,
臺南,臺南市,79,細懸浮微粒,普通,2.1,1,0.42,0.3,28,22,56,53,28,22.7,14,18.5,4.4,1.0,1.0,"2025-11-24 09:00",120.21947897,22.98928311,46,
安南,臺南市,101,細懸浮微粒,對敏感族群不健康,1.4,0,0.48,0.4,19,12,64,57,32,30.7,17,25.5,7.6,1.5,316.0,"2025-11-24 09:00",120.2175,23.048197,45,
善化,臺南市,74,細懸浮微粒,普通,1.5,1,0.34,0.3,14,3,53,41,19,21,10,19.6,8.7,2.0,18.0,"2025-11-24 09:00",120.29740529,23.11337642,44,
新營,臺南市,90,細懸浮微粒,普通,1.9,1,0.4,0.3,10,8,65,49,36,26.7,14,19.9,5.3,1.7,24.0,"2025-11-24 09:00",120.31725,23.305633,43,
嘉義,嘉義市,100,細懸浮微粒,普通,2.1,1,0.42,0.3,20,19,60,53,37,30.4,12,16.3,3.7,1.2,23.0,"2025-11-24 09:00",120.44125148,23.46477865,42,
臺西,雲林縣,100,細懸浮微粒,普通,0.9,1,0.34,0.3,23,12,84,67,44,30.3,9,13.4,4.1,2.4,33.0,"2025-11-24 09:00",120.19933333,23.702175,41,
朴子,嘉義縣,95,細懸浮微粒,普通,0.7,0,0.31,0.3,29,13,59,60,35,28.7,7,9.7,2.1,0.9,23.0,"2025-11-24 09:00",120.2478,23.46538,40,
新港,嘉義縣,105,細懸浮微粒,對敏感族群不健康,1.9,2,0.31,0.3,20,14,56,60,36,32,8,10.8,2.6,1.3,16.0,"2025-11-24 09:00",120.345531,23.554839,39,
崙背,雲林縣,110,細懸浮微粒,對敏感族群不健康,1.1,1,0.38,0.3,17,7,79,73,42,34.2,9,15.2,5.2,1.4,62.0,"2025-11-24 09:00",120.348742,23.757547,38,
斗六,雲林縣,91,細懸浮微粒,普通,1.3,1,0.21,0.2,22,20,43,47,21,27,9,12.8,3.6,1.3,50.0,"2025-11-24 09:00",120.544994,23.711853,37,
南投,南投縣,59,細懸浮微粒,普通,0.6,,0.26,0.2,16,9,28,24,19,15.5,7,11,3.9,1.0,173.0,"2025-11-24 09:00",120.685306,23.913,36,
二林,彰化縣,94,細懸浮微粒,普通,1.5,1,0.36,0.3,21,9,77,61,40,28.2,10,14.8,4.3,1.6,357.0,"2025-11-24 09:00",120.409653,23.925175,35,
線西,彰化縣,82,細懸浮微粒,普通,1.3,1,0.38,0.3,18,8,51,45,32,23.7,13,18.8,5.5,1.3,26.0,"2025-11-24 09:00",120.469061,24.131672,34,
彰化,彰化縣,89,細懸浮微粒,普通,0.3,0,0.4,0.3,23,15,42,42,31,26.5,8,11.5,2.7,2.0,24.0,"2025-11-24 09:00",120.541519,24.066,33,
西屯,臺中市,91,細懸浮微粒,普通,1.3,1,0.54,0.4,8,4,53,47,34,27.1,22,37.3,14.8,0.8,340.0,"2025-11-24 09:00",120.616917,24.162197,32,
忠明,臺中市,85,細懸浮微粒,普通,1.3,1,0.63,0.4,15,12,41,37,30,24.8,16,25.1,8.5,1.0,68.0,"2025-11-24 09:00",120.641092,24.151958,31,
大里,臺中市,80,細懸浮微粒,普通,1,0,0.48,0.3,21,8,63,45,25,23,10,15.1,4.6,0.6,295.0,"2025-11-24 09:00",120.67844444,24.09961111,30,
沙鹿,臺中市,108,細懸浮微粒,對敏感族群不健康,1.4,1,0.4,0.4,22,12,52,51,42,33.4,15,19.7,4.4,0.9,330.0,"2025-11-24 09:00",120.568794,24.225628,29,
豐原,臺中市,52,細懸浮微粒,普通,1,1,0.44,0.2,15,9,28,22,14,13,13,23.3,9.5,0.1,21.0,"2025-11-24 09:00",120.74252414,24.25699731,28,
三義,苗栗縣,48,,良好,1.1,1,0.19,0.2,29,19,17,20,9,11.9,4,6.7,1.8,0.9,33.0,"2025-11-24 09:00",120.75956754,24.38248443,27,
苗栗,苗栗縣,71,細懸浮微粒,普通,1.5,1,0.41,0.2,13,9,24,22,27,19.7,11,18,6.9,1.0,30.0,"2025-11-24 09:00",120.82011468,24.56499183,26,
頭份,苗栗縣,50,,良好,1,1,0.37,0.2,13,8,29,23,19,12.3,12,21,8.9,0.7,271.0,"2025-11-24 09:00",120.89869286,24.69690679,25,
新竹,新竹市,53,二氧化氮,普通,1.7,1,0.7,0.2,4,5,28,18,15,9.7,25,56,30.7,0.5,104.0,"2025-11-24 09:00",120.97236752,24.8056356,24,
竹東,新竹縣,18,,良好,2.5,1,0.19,0.1,17,14,17,9,0,4.5,7,11.5,3.7,1.3,173.0,"2025-11-24 09:00",121.08895493,24.74091408,23,
湖口,新竹縣,66,細懸浮微粒,普通,1.5,1,0.28,0.2,22,12,42,31,27,17.8,13,18,4.5,0.4,280.0,"2025-11-24 09:00",121.03886894,24.90009696,22,
龍潭,桃園市,52,細懸浮微粒,普通,1.1,1,0.2,0.2,16,17,12,20,13,12.8,9,14.7,5.6,0.9,115.0,"2025-11-24 09:00",121.21645772,24.86400048,21,
平鎮,桃園市,58,細懸浮微粒,普通,0.7,0,0.43,0.3,11,13,27,31,9,15,19,33.6,14.6,1.2,103.0,"2025-11-24 09:00",121.203986,24.952786,20,
觀音,桃園市,71,細懸浮微粒,普通,2.4,1,0.31,0.2,18,12,41,32,27,19.8,14,22.1,7.7,0.5,77.0,"2025-11-24 09:00",121.08283092,25.03556747,19,
大園,桃園市,59,細懸浮微粒,普通,1,1,0.39,0.2,13,11,50,29,22,15.3,20,35.2,14.5,2.1,217.0,"2025-11-24 09:00",121.20251473,25.06100357,18,
桃園,桃園市,55,細懸浮微粒,普通,2.9,1,0.61,0.3,9,15,38,26,15,13.9,28,47.6,19.4,0.8,186.0,"2025-11-24 09:00",121.30500531,24.9947107,17,
大同,臺北市,57,二氧化氮,普通,2.5,1,2.23,0.8,2,13,26,19,17,12.9,31,126.3,94.5,-,-,"2025-11-24 09:00",121.51342074,25.06331455,16,
松山,臺北市,57,細懸浮微粒,普通,1.7,1,0.55,0.2,5,12,38,24,17,14.7,27,55.9,28.1,0.7,59.0,"2025-11-24 09:00",121.578611,25.05,15,
古亭,臺北市,38,,良好,1.4,1,0.39,0.2,13,19,16,15,12,9.3,13,22.4,8.6,0.5,185.0,"2025-11-24 09:00",121.529556,25.020608,14,
萬華,臺北市,50,,良好,1,1,0.55,0.2,11,18,20,17,13,10.2,21,33.4,12,0.6,206.0,"2025-11-24 09:00",121.507972,25.046503,13,
中山,臺北市,51,細懸浮微粒,普通,0.8,0,0.59,0.2,10,20,20,20,14,12.6,22,40.4,18.4,1.2,150.0,"2025-11-24 09:00",121.526528,25.062361,12,
士林,臺北市,52,二氧化氮,普通,1.3,1,0.54,0.2,9,22,48,23,17,12.2,24,40.8,16.4,1.2,207.0,"2025-11-24 09:00",121.51666356,25.10334003,11,
淡水,新北市,50,,良好,1.3,1,0.46,0.2,13,23,57,26,11,11.2,21,36.6,15.3,2.1,160.0,"2025-11-24 09:00",121.449239,25.1645,10,
林口,新北市,54,細懸浮微粒,普通,1.5,1,0.35,0.2,19,24,28,25,16,13.5,20,42.2,21.5,1.4,100.0,"2025-11-24 09:00",121.36548982,25.07798949,9,
菜寮,新北市,50,,良好,0.5,0,0.65,0.3,12,16,21,20,11,9.2,21,35.4,14.2,1.2,172.0,"2025-11-24 09:00",121.481028,25.06895,8,
新莊,新北市,52,二氧化氮,普通,0.9,0,0.69,0.3,12,14,31,29,17,11.7,24,41.5,17.1,1.1,231.0,"2025-11-24 09:00",121.4325,25.037972,7,
板橋,新北市,54,二氧化氮,普通,1.7,1,0.81,0.3,6,14,22,18,16,13,26,55.9,29.2,0.8,113.0,"2025-11-24 09:00",121.458667,25.012972,6,
土城,新北市,52,二氧化氮,普通,0.9,0,0.59,0.2,5,12,38,23,19,12,23,59,35.1,0.9,309.0,"2025-11-24 09:00",121.451861,24.982528,5,
新店,新北市,38,,良好,0.7,0,0.41,0.2,14,17,15,17,9,9.5,14,23.8,9.7,0.9,133.0,"2025-11-24 09:00",121.537778,24.977222,4,
汐止,新北市,56,細懸浮微粒,普通,1.8,1,0.52,0.2,8,5,27,23,18,14.4,24,46.6,22.4,1.4,72.0,"2025-11-24 09:00",121.64081,25.06624,2,
基隆,基隆市,52,二氧化氮,普通,1.3,1,0.9,0.4,4,4,24,20,16,11.1,23,56.7,33.5,0.4,11.0,"2025-11-24 09:00",121.760056,25.129167,1,
屏東(枋山),屏東縣,68,細懸浮微粒,普通,0,1,0.21,0.2,29,42,27,29,16,18.6,6,7.7,1.5,1.1,98.0,"2025-11-24 08:00",120.651472,22.260899,313,
臺南（南化）,臺南市,62,細懸浮微粒,普通,0.3,0,0.21,0.1,5,4,12,19,11,16.7,1,4.2,2.5,0.0,137.0,"2025-11-24 08:00",120.44583156,23.04562013,312,
新北(樹林),新北市,40,,良好,0.7,0,0.38,0.2,7,14,10,10,10,9.2,17,36.1,18.8,0.0,173.0,"2025-11-24 08:00",121.38352778,24.94902778,311,
台中市（和平區）,臺中市,21,,良好,0.2,0,0.28,0.1,13,17,6,6,2,2.9,9,17.3,8.1,0.0,281.0,"2025-11-24 08:00",120.883858,24.174592,310,
屏東（琉球）,屏東縣,95,細懸浮微粒,普通,2.5,2,0.51,0.4,26,19,54,61,30,28.6,14,16.6,1.7,1.5,335.0,"2025-11-24 08:00",120.37722,22.35222,204,
南投（鹿谷）,南投縣,47,,良好,1.5,1,0.13,0.1,42,48,12,18,7,11.7,2,3.2,1,0.6,335.0,"2025-11-24 08:00",120.7944772,23.71867609,203,
高雄（湖內）,高雄市,90,細懸浮微粒,普通,1.3,1,0.48,0.3,4,10,51,58,30,26.8,21,35.1,13.6,0.5,59.0,"2025-11-24 08:00",120.24535,22.87985556,202,
宜蘭（三星）,宜蘭縣,24,,良好,1,1,0.08,0,15,14,6,8,5,5.9,0,0.6,0,3.5,264.0,"2025-11-24 08:00",121.6565272,24.6757916,201,
員林,彰化縣,99,細懸浮微粒,普通,1,1,0.43,0.3,22,15,41,43,30,30.2,8,11.1,2.3,1.1,69.0,"2025-11-24 08:00",120.5631893,23.9615945,139,
大城,彰化縣,122,細懸浮微粒,對敏感族群不健康,1.7,1,0.34,0.3,10,10,97,79,50,39.2,8,12.4,3.6,0.6,2.0,"2025-11-24 08:00",120.26964167,23.85493056,85,
富貴角,新北市,52,懸浮微粒,普通,2,0,0.11,0,28,37,42,32,9,10.7,3,4.3,0.8,0.9,117.0,"2025-11-24 08:00",121.53656894,25.29681695,84,
麥寮,雲林縣,103,細懸浮微粒,對敏感族群不健康,1.3,1,0.41,0.3,6,9,86,67,38,31.5,10,18.1,7.6,0.8,39.0,"2025-11-24 08:00",120.251825,23.753506,83,
關山,臺東縣,40,,良好,0.4,0,0.16,0.1,8,14,30,19,11,10,4,7.7,3.3,0.4,353.0,"2025-11-24 08:00",121.161933,23.045083,80,
馬公,澎湖縣,65,細懸浮微粒,普通,0.1,0,0.18,0.1,48,48,35,39,18,17.7,2,3.2,0.6,3.1,12.0,"2025-11-24 08:00",119.566158,23.569031,78,
金門,金門縣,105,細懸浮微粒,對敏感族群不健康,1.3,1,0.4,0.3,9,19,64,52,41,32.2,28,35,7,1.9,328.0,"2025-11-24 08:00",118.312256,24.432133,77,
馬祖,連江縣,70,細懸浮微粒,普通,2,1,0.41,0.3,37,46,39,36,22,19.3,8,9.8,1.1,2.0,349.0,"2025-11-24 08:00",119.952724,26.153736,75,
埔里,南投縣,57,細懸浮微粒,普通,1.2,0,0.39,0.2,5,9,22,17,12,14.7,7,14.1,6.7,1.2,144.0,"2025-11-24 08:00",120.967903,23.968842,72,
復興,高雄市,103,細懸浮微粒,對敏感族群不健康,1.4,2,0.72,0.4,18,18,62,61,26,31.5,22,27.3,4.8,0.8,251.0,"2025-11-24 08:00",120.312017,22.608711,71,
永和,新北市,52,二氧化氮,普通,0.9,0,1.6,0.4,1,17,27,21,13,11.3,23,76.8,53,1.0,89.0,"2025-11-24 08:00",121.516306,25.017,70,
竹山,南投縣,80,細懸浮微粒,普通,1.2,1,0.32,0.2,8,14,24,33,27,23.1,8,12.5,3.8,0.8,145.0,"2025-11-24 08:00",120.677306,23.756389,69,
中壢,桃園市,64,細懸浮微粒,普通,1.3,1,1.75,0.6,3,12,35,31,17,17.2,25,78.4,52.4,0.4,213.0,"2025-11-24 08:00",121.221667,24.953278,68,
三重,新北市,55,細懸浮微粒,普通,0.9,0,1.33,0.6,2,7,25,23,13,14,28,114.5,85.8,-,-,"2025-11-24 08:00",121.493806,25.072611,67,
冬山,宜蘭縣,38,,良好,1.2,0,0.46,0.2,5,9,40,23,11,8.5,12,31.2,18.5,0.6,209.0,"2025-11-24 08:00",121.792928,24.632203,66,
宜蘭,宜蘭縣,33,,良好,0.8,1,0.23,0.1,16,18,14,14,7,8.3,2,4.2,1.4,0.6,205.0,"2025-11-24 08:00",121.746394,24.747917,65,
陽明,臺北市,35,,良好,1.4,1,0.14,0.1,34,38,13,17,7,7.5,0,1.6,0.9,1.5,180.0,"2025-11-24 08:00",121.529583,25.182722,64,
花蓮,花蓮縣,30,,良好,0.9,0,0.2,0.1,14,15,16,18,4,6,4,5.2,0.9,2.0,233.0,"2025-11-24 08:00",121.599769,23.971306,63,
臺東,臺東縣,33,,良好,1.2,1,0.18,0.1,18,26,16,18,6,8.1,2,4.4,1.6,1.5,328.0,"2025-11-24 08:00",121.15045,22.755358,62,
恆春,屏東縣,36,,良好,0.5,0,0.11,0.1,35,38,15,15,8,8.9,0,1.9,1.1,4.4,340.0,"2025-11-24 08:00",120.788928,21.958069,61,
潮州,屏東縣,111,細懸浮微粒,對敏感族群不健康,1,2,0.43,0.4,13,13,51,50,28,34.4,6,8.6,2.4,0.3,55.0,"2025-11-24 08:00",120.561175,22.523108,60,
屏東,屏東縣,86,細懸浮微粒,普通,0.8,1,0.42,0.2,14,19,42,45,24,25.2,12,14.1,2.1,1.2,335.0,"2025-11-24 08:00",120.488033,22.673081,59,
小港,高雄市,107,細懸浮微粒,對敏感族群不健康,1.7,2,0.7,0.4,5,9,66,68,40,33.1,36,65.1,28.8,1.0,20.0,"2025-11-24 08:00",120.337736,22.565833,58,
前鎮,高雄市,98,細懸浮微粒,普通,1.8,2,0.64,0.4,17,17,68,66,32,29.7,20,26.3,6,0.8,340.0,"2025-11-24 08:00",120.30833356,22.6044507,57,
前金,高雄市,87,懸浮微粒,普通,1.3,1,0.42,0.3,24,19,56,63,,,15,16.7,1.3,1.2,348.0,"2025-11-24 08:00",120.28676111,22.63390278,56,
左營,高雄市,95,細懸浮微粒,普通,1.5,1,0.46,0.3,14,15,52,54,34,28.6,16,19.3,3.2,0.3,329.0,"2025-11-24 08:00",120.292917,22.674861,54,
楠梓,高雄市,92,細懸浮微粒,普通,1.2,1,0.48,0.3,9,13,48,55,26,27.4,18,24.2,6,0.5,61.0,"2025-11-24 08:00",120.328289,22.733667,53,
林園,高雄市,107,細懸浮微粒,對敏感族群不健康,1.1,2,0.35,0.3,17,17,52,65,33,33.1,8,9,0.4,1.1,30.0,"2025-11-24 08:00",120.41175,22.4795,52,
大寮,高雄市,102,細懸浮微粒,對敏感族群不健康,1.3,3,0.46,0.3,5,11,55,54,34,31.1,21,34.2,12.6,0.3,4.0,"2025-11-24 08:00",120.425311,22.56413611,51,
鳳山,高雄市,101,細懸浮微粒,對敏感族群不健康,1.5,2,0.7,0.3,13,15,52,54,32,30.5,20,24.1,3.9,0.7,98.0,"2025-11-24 08:00",120.357422,22.628126,50,
仁武,高雄市,91,細懸浮微粒,普通,1.9,1,0.59,0.3,2,11,68,55,35,27.2,34,61.4,27.4,0.8,330.0,"2025-11-24 08:00",120.332631,22.689056,49,
橋頭,高雄市,91,細懸浮微粒,普通,1.2,1,0.5,0.3,8,14,47,47,31,27.2,17,24.5,7,0.4,305.0,"2025-11-24 08:00",120.305689,22.757506,48,
美濃,高雄市,75,細懸浮微粒,普通,1.1,1,0.39,0.3,14,13,41,34,21,21.1,8,11.1,2.2,0.6,264.0,"2025-11-24 08:00",120.530542,22.883583,47,
臺南,臺南市,78,細懸浮微粒,普通,1.6,1,0.47,0.2,15,22,55,53,22,22.5,16,20.6,4.3,1.1,27.0,"2025-11-24 08:00",120.21947897,22.98928311,46,
安南,臺南市,99,細懸浮微粒,普通,0.9,0,0.7,0.3,6,13,59,54,34,30.1,25,43.6,18.4,0.5,5.0,"2025-11-24 08:00",120.2175,23.048197,45,
善化,臺南市,75,細懸浮微粒,普通,1.2,2,0.36,0.3,2,3,35,39,20,21.1,9,17.9,8.5,0.4,130.0,"2025-11-24 08:00",120.29740529,23.11337642,44,
新營,臺南市,84,細懸浮微粒,普通,1.2,1,0.43,0.3,2,9,52,46,31,24.5,12,18.1,5.5,1.1,50.0,"2025-11-24 08:00",120.31725,23.305633,43,
嘉義,嘉義市,95,細懸浮微粒,普通,1.2,1,0.41,0.3,16,18,60,51,35,28.7,11,13.2,1.9,2.5,8.0,"2025-11-24 08:00",120.44125148,23.46477865,42,
臺西,雲林縣,91,細懸浮微粒,普通,0.6,1,0.41,0.3,8,13,77,62,35,27.2,12,19.6,7.6,0.4,54.0,"2025-11-24 08:00",120.19933333,23.702175,41,
朴子,嘉義縣,92,細懸浮微粒,普通,0.5,0,0.39,0.2,7,11,93,60,38,27.4,9,12.2,2.4,1.0,43.0,"2025-11-24 08:00",120.2478,23.46538,40,
新港,嘉義縣,102,細懸浮微粒,對敏感族群不健康,1.8,2,0.31,0.3,22,13,65,60,38,30.8,6,7.1,0.8,2.0,11.0,"2025-11-24 08:00",120.345531,23.554839,39,
崙背,雲林縣,107,細懸浮微粒,對敏感族群不健康,0.7,1,0.45,0.3,6,7,94,71,39,32.8,13,20.1,7.1,1.2,58.0,"2025-11-24 08:00",120.348742,23.757547,38,
斗六,雲林縣,95,細懸浮微粒,普通,0.9,1,0.25,0.2,13,20,30,49,16,28.6,11,14.7,3.2,1.7,19.0,"2025-11-24 08:00",120.544994,23.711853,37,
南投,南投縣,57,細懸浮微粒,普通,0.5,,0.29,0.2,4,7,21,24,11,14.7,7,14.1,6.5,1.2,189.0,"2025-11-24 08:00",120.685306,23.913,36,
二林,彰化縣,86,細懸浮微粒,普通,1,1,0.4,0.3,6,8,73,58,34,25.3,10,15.2,4.5,1.1,63.0,"2025-11-24 08:00",120.409653,23.925175,35,
線西,彰化縣,78,細懸浮微粒,普通,0.8,1,0.41,0.3,6,8,48,45,23,22.3,11,17.2,5.3,1.1,94.0,"2025-11-24 08:00",120.469061,24.131672,34,
彰化,彰化縣,86,細懸浮微粒,普通,0.2,0,0.44,0.3,19,13,48,41,30,25.4,8,10.8,2.1,0.6,153.0,"2025-11-24 08:00",120.541519,24.066,33,
西屯,臺中市,89,細懸浮微粒,普通,1.2,1,0.47,0.3,1,3,54,47,29,26.3,19,38.5,18.8,0.7,180.0,"2025-11-24 08:00",120.616917,24.162197,32,
忠明,臺中市,84,細懸浮微粒,普通,1.1,1,0.49,0.4,9,11,40,37,26,24.4,12,17.4,4.7,0.8,205.0,"2025-11-24 08:00",120.641092,24.151958,31,
大里,臺中市,77,細懸浮微粒,普通,1,0,0.52,0.3,10,6,45,40,22,22.1,14,19.5,4.9,1.4,125.0,"2025-11-24 08:00",120.67844444,24.09961111,30,
沙鹿,臺中市,105,細懸浮微粒,對敏感族群不健康,1,1,0.65,0.4,5,10,64,50,39,32.2,26,42.7,16.5,0.2,30.0,"2025-11-24 08:00",120.568794,24.225628,29,
豐原,臺中市,53,細懸浮微粒,普通,0.7,1,0.42,0.2,6,8,21,22,15,13.4,15,26.2,10.5,0.4,44.0,"2025-11-24 08:00",120.74252414,24.25699731,28,
三義,苗栗縣,51,細懸浮微粒,普通,0.9,1,0.21,0.2,17,17,17,21,10,12.5,4,5.7,1.1,0.2,330.0,"2025-11-24 08:00",120.75956754,24.38248443,27,
苗栗,苗栗縣,64,細懸浮微粒,普通,1.2,1,0.38,0.2,7,9,26,22,21,17.4,10,16,5.2,1.1,189.0,"2025-11-24 08:00",120.82011468,24.56499183,26,
頭份,苗栗縣,44,,良好,1.1,1,0.34,0.2,7,7,29,21,14,10.8,12,21.4,8.5,1.6,123.0,"2025-11-24 08:00",120.89869286,24.69690679,25,
新竹,新竹市,40,,良好,1.7,1,0.43,0.2,2,5,14,16,7,8.7,17,33.8,15.8,0.8,84.0,"2025-11-24 08:00",120.97236752,24.8056356,24,
